ratio,l,C,acc_vtr,acc_tr,
0.8,0.01,0.01,50.982,52.429
0.8,0.01,0.1,50.982,52.429
0.8,0.01,1,50.982,52.429
0.8,0.01,10,50.982,52.429
0.8,0.01,100,50.982,52.429
0.8,0.1,0.01,58.393,60.071
0.8,0.1,0.1,58.839,60.143
0.8,0.1,1,58.661,59.929
0.8,0.1,10,59.107,60
0.8,0.1,100,58.393,57.714
0.8,1,0.01,57.054,58.929
0.8,1,0.1,57.589,58.786
0.8,1,1,57.5,59.5
0.8,1,10,57.321,59.286
0.8,1,100,57.589,59.5
0.8,10,0.01,51.339,52.571
0.8,10,0.1,57.857,59.929
0.8,10,1,59.554,60.857
0.8,10,10,59.464,59.857
0.8,10,100,59.196,59.5
0.8,100,0.01,51.339,51.357
0.8,100,0.1,51.339,51.357
0.8,100,1,51.339,51.357
0.8,100,10,55.804,56.357
0.8,100,100,56.786,58.643
0.8,1000,0.01,51.339,50.714
0.8,1000,0.1,51.339,50.714
0.8,1000,1,51.339,50.714
0.8,1000,10,51.339,50.714
0.8,1000,100,54.732,55.714
0.8,10000,0.01,51.25,52.571
0.8,10000,0.1,51.25,52.571
0.8,10000,1,51.25,52.571
0.8,10000,10,51.25,52.571
0.8,10000,100,51.25,52.571
0.4,0.01,0.01,53.036,51.643
0.4,0.01,0.1,53.036,51.643
0.4,0.01,1,53.036,51.643
0.4,0.01,10,53.036,51.643
0.4,0.01,100,49.821,51.619
0.4,0.1,0.01,58.571,55.214
0.4,0.1,0.1,56.786,55.571
0.4,0.1,1,57.321,55.619
0.4,0.1,10,57.679,55.452
0.4,0.1,100,56.786,55.214
0.4,1,0.01,60.893,55.81
0.4,1,0.1,60.179,57.667
0.4,1,1,60.357,57.595
0.4,1,10,60,57.548
0.4,1,100,59.286,56.429
0.4,10,0.01,54.107,51.69
0.4,10,0.1,54.107,51.69
0.4,10,1,59.821,58
0.4,10,10,60.714,58.357
0.4,10,100,60.357,58.571
0.4,100,0.01,54.107,51.071
0.4,100,0.1,54.107,51.071
0.4,100,1,54.107,51.071
0.4,100,10,62.5,59.452
0.4,100,100,63.393,59.452
0.4,1000,0.01,53.75,51.714
0.4,1000,0.1,53.75,51.714
0.4,1000,1,53.75,51.714
0.4,1000,10,53.75,51.714
0.4,1000,100,53.75,51.714
0.4,10000,0.01,54.464,51.333
0.4,10000,0.1,54.464,51.333
0.4,10000,1,54.464,51.333
0.4,10000,10,54.464,51.333
0.4,10000,100,54.464,51.333
0.2,0.01,0.01,53.929,58.214
0.2,0.01,0.1,59.643,62.607
0.2,0.01,1,58.929,62.857
0.2,0.01,10,56.071,58.839
0.2,0.01,100,57.5,60.339
0.2,0.1,0.01,47.5,52.482
0.2,0.1,0.1,47.5,52.482
0.2,0.1,1,47.5,52.482
0.2,0.1,10,47.5,52.482
0.2,0.1,100,47.5,52.482
0.2,1,0.01,46.071,53.446
0.2,1,0.1,51.786,56.161
0.2,1,1,51.786,57.232
0.2,1,10,52.857,57.607
0.2,1,100,53.929,58.375
0.2,10,0.01,45.357,52.232
0.2,10,0.1,45.357,52.232
0.2,10,1,45.357,52.232
0.2,10,10,45.357,52.232
0.2,10,100,45.357,52.232
0.2,100,0.01,55.357,56.607
0.2,100,0.1,55.357,56.607
0.2,100,1,55.357,56.607
0.2,100,10,56.429,56.714
0.2,100,100,54.643,58.768
0.2,1000,0.01,44.643,53.214
0.2,1000,0.1,44.643,53.214
0.2,1000,1,44.643,53.214
0.2,1000,10,44.643,53.214
0.2,1000,100,44.643,53.214
0.2,10000,0.01,45.714,52.161
0.2,10000,0.1,45.714,52.161
0.2,10000,1,45.714,52.161
