ratio,lambda1,lambda2,lambda3,lambda4,svm_acc_te,acc_tr,acc_te,
0.8,1,1,1,1,96.825,1,0.7885
0.8,1,1,1,10,96.825,1,0.75925
0.8,1,1,1,100,96.825,1,0.816
0.8,1,1,1,1000,96.825,1,0.81375
0.8,1,1,1,10000,96.825,1,0.78775
0.8,1,1,10,1,96.825,1,0.7915
0.8,1,1,10,10,96.825,1,0.8045
0.8,1,1,10,100,96.825,1,0.7645
0.8,1,1,10,1000,96.825,1,0.78425
0.8,1,1,10,10000,96.825,1,0.78975
0.8,1,1,100,1,96.825,1,0.8115
0.8,1,1,100,10,96.825,1,0.76975
0.8,1,1,100,100,96.825,1,0.76075
0.8,1,1,100,1000,96.825,1,0.7905
0.8,1,1,100,10000,96.825,1,0.7855
0.8,1,1,1000,1,96.825,1,0.81
0.8,1,1,1000,10,96.825,1,0.806
0.8,1,1,1000,100,96.825,1,0.80425
0.8,1,1,1000,1000,96.825,1,0.79025
0.8,1,1,1000,10000,96.825,1,0.794
0.8,1,1,10000,1,96.825,1,0.788
0.8,1,1,10000,10,96.825,1,0.795
0.8,1,1,10000,100,96.825,1,0.792
0.8,1,1,10000,1000,96.825,1,0.791
0.8,1,1,10000,10000,96.825,1,0.77025
0.8,1,10,1,1,96.825,1,0.847
0.8,1,10,1,10,96.825,1,0.8125
0.8,1,10,1,100,96.825,1,0.80925
0.8,1,10,1,1000,96.825,1,0.8195
0.8,1,10,1,10000,96.825,1,0.812
0.8,1,10,10,1,96.825,1,0.813
0.8,1,10,10,10,96.825,1,0.816
0.8,1,10,10,100,96.825,1,0.79325
0.8,1,10,10,1000,96.825,1,0.76825
0.8,1,10,10,10000,96.825,1,0.79025
0.8,1,10,100,1,96.825,1,0.747
0.8,1,10,100,10,96.825,1,0.82175
0.8,1,10,100,100,96.825,1,0.764
0.8,1,10,100,1000,96.825,1,0.779
0.8,1,10,100,10000,96.825,1,0.7805
0.8,1,10,1000,1,96.825,1,0.7705
0.8,1,10,1000,10,96.825,1,0.8155
0.8,1,10,1000,100,96.825,1,0.806
0.8,1,10,1000,1000,96.825,1,0.82425
0.8,1,10,1000,10000,96.825,1,0.814
0.8,1,10,10000,1,96.825,1,0.69575
0.8,1,10,10000,10,96.825,1,0.761
0.8,1,10,10000,100,96.825,1,0.778
0.8,1,10,10000,1000,96.825,1,0.78775
0.8,1,10,10000,10000,96.825,1,0.7675
0.8,1,100,1,1,96.825,1,0.87325
0.8,1,100,1,10,96.825,1,0.8595
0.8,1,100,1,100,96.825,1,0.86725
0.8,1,100,1,1000,96.825,1,0.78425
0.8,1,100,1,10000,96.825,1,0.79975
0.8,1,100,10,1,96.825,1,0.85075
0.8,1,100,10,10,96.825,1,0.89125
0.8,1,100,10,100,96.825,1,0.8625
0.8,1,100,10,1000,96.825,1,0.74575
0.8,1,100,10,10000,96.825,1,0.81225
0.8,1,100,100,1,96.825,1,0.86375
0.8,1,100,100,10,96.825,1,0.874
0.8,1,100,100,100,96.825,1,0.82425
0.8,1,100,100,1000,96.825,1,0.78825
0.8,1,100,100,10000,96.825,1,0.8185
0.8,1,100,1000,1,96.825,1,0.86175
0.8,1,100,1000,10,96.825,1,0.86075
0.8,1,100,1000,100,96.825,1,0.8085
0.8,1,100,1000,1000,96.825,1,0.79025
0.8,1,100,1000,10000,96.825,1,0.81225
0.8,1,100,10000,1,96.825,1,0.86375
0.8,1,100,10000,10,96.825,1,0.863
0.8,1,100,10000,100,96.825,1,0.74825
0.8,1,100,10000,1000,96.825,1,0.77175
0.8,1,100,10000,10000,96.825,1,0.77775
0.8,1,1000,1,1,96.825,0.99981,0.80975
0.8,1,1000,1,10,96.825,0.99744,0.8175
0.8,1,1000,1,100,96.825,0.98762,0.8165
0.8,1,1000,1,1000,96.825,0.96555,0.8325
0.8,1,1000,1,10000,96.825,0.85884,0.805
0.8,1,1000,10,1,96.825,0.99987,0.80775
0.8,1,1000,10,10,96.825,0.99781,0.822
0.8,1,1000,10,100,96.825,0.98675,0.8255
0.8,1,1000,10,1000,96.825,0.96549,0.8265
0.8,1,1000,10,10000,96.825,0.86103,0.803
0.8,1,1000,100,1,96.825,0.99994,0.8065
0.8,1,1000,100,10,96.825,0.99787,0.80025
0.8,1,1000,100,100,96.825,0.98537,0.82425
0.8,1,1000,100,1000,96.825,0.96618,0.8345
0.8,1,1000,100,10000,96.825,0.92179,0.8165
0.8,1,1000,1000,1,96.825,0.99994,0.805
