ratio,lambda1,lambda2,lambda3,lambda4,svm_acc_te,acc_tr,acc_te,
0.8,1,1,1,1,96.765,1,0.91603
0.8,1,1,1,10,96.765,1,0.92665
0.8,1,1,1,100,96.765,1,0.91998
0.8,1,1,1,1000,96.765,1,0.9227
0.8,1,1,1,10000,96.765,1,0.91924
0.8,1,1,10,1,96.765,1,0.9185
0.8,1,1,10,10,96.765,1,0.92245
0.8,1,1,10,100,96.765,1,0.92418
0.8,1,1,10,1000,96.765,1,0.92443
0.8,1,1,10,10000,96.765,1,0.92368
0.8,1,1,100,1,96.765,1,0.91899
0.8,1,1,100,10,96.765,1,0.9222
0.8,1,1,100,100,96.765,1,0.92368
0.8,1,1,100,1000,96.765,1,0.91899
0.8,1,1,100,10000,96.765,1,0.92294
0.8,1,1,1000,1,96.765,1,0.92023
0.8,1,1,1000,10,96.765,1,0.9222
0.8,1,1,1000,100,96.765,1,0.92418
0.8,1,1,1000,1000,96.765,1,0.92097
0.8,1,1,1000,10000,96.765,1,0.92319
0.8,1,1,10000,1,96.765,1,0.92171
0.8,1,1,10000,10,96.765,1,0.92591
0.8,1,1,10000,100,96.765,1,0.9185
0.8,1,1,10000,1000,96.765,1,0.92319
0.8,1,1,10000,10000,96.765,1,0.92245
0.8,1,10,1,1,96.765,1,0.93702
0.8,1,10,1,10,96.765,1,0.90862
0.8,1,10,1,100,96.765,1,0.92196
0.8,1,10,1,1000,96.765,1,0.91875
0.8,1,10,1,10000,96.765,1,0.92245
0.8,1,10,10,1,96.765,1,0.93381
0.8,1,10,10,10,96.765,1,0.89899
0.8,1,10,10,100,96.765,1,0.91702
0.8,1,10,10,1000,96.765,1,0.92319
0.8,1,10,10,10000,96.765,1,0.91949
0.8,1,10,100,1,96.765,1,0.93702
0.8,1,10,100,10,96.765,1,0.92171
0.8,1,10,100,100,96.765,1,0.92122
0.8,1,10,100,1000,96.765,1,0.91603
0.8,1,10,100,10000,96.765,1,0.9222
0.8,1,10,1000,1,96.765,1,0.92418
0.8,1,10,1000,10,96.765,1,0.70659
