lambda1,lambda2,lambda3,lambda4,svm_acc_te,acc_tr,acc_te,
0.01,0.01,0.01,0.01,83.97,1,0.64242
0.01,0.01,0.1,0.1,83.97,1,0.80395
0.01,0.01,1,1,83.97,1,0.77312
0.01,0.01,10,10,83.97,1,0.80025
0.01,0.01,100,100,83.97,1,0.6942
0.01,0.01,1000,1000,83.97,1,0.6942
0.01,0.1,0.01,0.01,83.97,1,0.68064
0.01,0.1,0.1,0.1,83.97,0.99599,0.80025
0.01,0.1,1,1,83.97,0.99784,0.76942
0.01,0.1,10,10,83.97,0.99846,0.5783
0.01,0.1,100,100,83.97,1,0.80518
0.01,0.1,1000,1000,83.97,1,0.6942
0.01,1,0.01,0.01,83.97,0.70481,0.74846
0.01,1,0.1,0.1,83.97,0.80444,0.76572
0.01,1,1,1,83.97,0.84176,0.82614
0.01,1,10,10,83.97,0.8612,0.82984
0.01,1,100,100,83.97,0.86767,0.8397
0.01,1,1000,1000,83.97,1,0.71023
0.01,10,0.01,0.01,83.97,0.80814,0.80395
0.01,10,0.1,0.1,83.97,0.7264,0.75956
0.01,10,1,1,83.97,0.75262,0.79285
0.01,10,10,10,83.97,0.81462,0.82491
0.01,10,100,100,83.97,0.82264,0.82984
0.01,10,1000,1000,83.97,0.82264,0.82984
0.01,100,0.01,0.01,83.97,0.72918,0.69051
0.01,100,0.1,0.1,83.97,0.78131,0.76449
0.01,100,1,1,83.97,0.76619,0.79162
0.01,100,10,10,83.97,0.79611,0.81628
0.01,100,100,100,83.97,0.80568,0.79531
0.01,100,1000,1000,83.97,0.81647,0.83354
0.01,1000,0.01,0.01,83.97,0.75077,0.72256
0.01,1000,0.1,0.1,83.97,0.80259,0.80271
0.01,1000,1,1,83.97,0.5219,0.45623
0.01,1000,10,10,83.97,0.79827,0.81751
0.01,1000,100,100,83.97,0.75046,0.78298
0.01,1000,1000,1000,83.97,0.80999,0.82121
0.1,0.01,0.01,0.01,83.97,1,0.78052
0.1,0.01,0.1,0.1,83.97,1,0.79038
0.1,0.01,1,1,83.97,1,0.75956
0.1,0.01,10,10,83.97,1,0.79285
0.1,0.01,100,100,83.97,1,0.6942
0.1,0.01,1000,1000,83.97,1,0.6942
0.1,0.1,0.01,0.01,83.97,1,0.76695
0.1,0.1,0.1,0.1,83.97,0.99321,0.72996
0.1,0.1,1,1,83.97,0.99476,0.73613
0.1,0.1,10,10,83.97,0.99877,0.79901
0.1,0.1,100,100,83.97,1,0.78545
0.1,0.1,1000,1000,83.97,1,0.6942
0.1,1,0.01,0.01,83.97,0.83159,0.79285
0.1,1,0.1,0.1,83.97,0.84084,0.83477
0.1,1,1,1,83.97,0.85441,0.83847
0.1,1,10,10,83.97,0.8541,0.83107
0.1,1,100,100,83.97,0.86428,0.83724
0.1,1,1000,1000,83.97,1,0.74846
0.1,10,0.01,0.01,83.97,0.77452,0.76942
0.1,10,0.1,0.1,83.97,0.80938,0.82121
0.1,10,1,1,83.97,0.80012,0.81874
0.1,10,10,10,83.97,0.82017,0.83477
0.1,10,100,100,83.97,0.82171,0.82737
0.1,10,1000,1000,83.97,0.82079,0.82984
0.1,100,0.01,0.01,83.97,0.7992,0.82737
0.1,100,0.1,0.1,83.97,0.73134,0.77435
0.1,100,1,1,83.97,0.60333,0.55364
0.1,100,10,10,83.97,0.80537,0.81504
0.1,100,100,100,83.97,0.81956,0.83231
0.1,100,1000,1000,83.97,0.81647,0.83107
0.1,1000,0.01,0.01,83.97,0.74923,0.77559
0.1,1000,0.1,0.1,83.97,0.68322,0.72873
0.1,1000,1,1,83.97,0.79241,0.81628
0.1,1000,10,10,83.97,0.76712,0.77312
0.1,1000,100,100,83.97,0.78532,0.81504
0.1,1000,1000,1000,83.97,0.81431,0.82984
1,0.01,0.01,0.01,83.97,1,0.72256
1,0.01,0.1,0.1,83.97,0.99969,0.79038
1,0.01,1,1,83.97,1,0.82121
1,0.01,10,10,83.97,1,0.77189
1,0.01,100,100,83.97,1,0.6942
1,0.01,1000,1000,83.97,1,0.6942
1,0.1,0.01,0.01,83.97,1,0.74106
1,0.1,0.1,0.1,83.97,0.9926,0.77559
1,0.1,1,1,83.97,0.98365,0.81504
1,0.1,10,10,83.97,0.98643,0.79285
1,0.1,100,100,83.97,1,0.76942
1,0.1,1000,1000,83.97,1,0.6942
1,1,0.01,0.01,83.97,0.84978,0.83231
1,1,0.1,0.1,83.97,0.86706,0.8397
1,1,1,1,83.97,0.8575,0.82614
1,1,10,10,83.97,0.85163,0.83231
1,1,100,100,83.97,0.85441,0.83107
1,1,1000,1000,83.97,0.99846,0.78915
1,10,0.01,0.01,83.97,0.81524,0.83231
1,10,0.1,0.1,83.97,0.8066,0.83354
1,10,1,1,83.97,0.81956,0.82984
1,10,10,10,83.97,0.82079,0.83231
1,10,100,100,83.97,0.81493,0.82984
1,10,1000,1000,83.97,0.81462,0.82737
1,100,0.01,0.01,83.97,0.82017,0.83107
1,100,0.1,0.1,83.97,0.81585,0.82614
1,100,1,1,83.97,0.8137,0.82861
1,100,10,10,83.97,0.81616,0.82737
1,100,100,100,83.97,0.81493,0.82861
1,100,1000,1000,83.97,0.81246,0.82861
1,1000,0.01,0.01,83.97,0.80938,0.83477
1,1000,0.1,0.1,83.97,0.81524,0.82491
1,1000,1,1,83.97,0.78624,0.81874
1,1000,10,10,83.97,0.814,0.82491
1,1000,100,100,83.97,0.81801,0.82737
1,1000,1000,1000,83.97,0.8174,0.82491
10,0.01,0.01,0.01,83.97,1,0.76326
10,0.01,0.1,0.1,83.97,1,0.80025
10,0.01,1,1,83.97,1,0.83354
10,0.01,10,10,83.97,1,0.836
10,0.01,100,100,83.97,1,0.6942
10,0.01,1000,1000,83.97,1,0.6942
10,0.1,0.01,0.01,83.97,0.99846,0.63748
10,0.1,0.1,0.1,83.97,0.98612,0.80148
10,0.1,1,1,83.97,0.95281,0.82244
10,0.1,10,10,83.97,0.97039,0.82491
10,0.1,100,100,83.97,1,0.78792
10,0.1,1000,1000,83.97,1,0.6942
10,1,0.01,0.01,83.97,0.85349,0.83354
10,1,0.1,0.1,83.97,0.84978,0.83107
10,1,1,1,83.97,0.84577,0.83354
10,1,10,10,83.97,0.82141,0.82861
10,1,100,100,83.97,0.81986,0.82614
10,1,1000,1000,83.97,0.97563,0.76449
10,10,0.01,0.01,83.97,0.81832,0.83231
10,10,0.1,0.1,83.97,0.82696,0.836
10,10,1,1,83.97,0.82295,0.83477
10,10,10,10,83.97,0.81832,0.82861
10,10,100,100,83.97,0.79889,0.81998
10,10,1000,1000,83.97,0.8029,0.82491
10,100,0.01,0.01,83.97,0.81771,0.83354
10,100,0.1,0.1,83.97,0.82017,0.83231
10,100,1,1,83.97,0.81647,0.83107
10,100,10,10,83.97,0.81709,0.82984
10,100,100,100,83.97,0.81246,0.82737
10,100,1000,1000,83.97,0.80043,0.81998
10,1000,0.01,0.01,83.97,0.81524,0.83477
10,1000,0.1,0.1,83.97,0.81709,0.83107
10,1000,1,1,83.97,0.81647,0.83107
10,1000,10,10,83.97,0.81524,0.83724
10,1000,100,100,83.97,0.81678,0.83724
10,1000,1000,1000,83.97,0.80999,0.82861
100,0.01,0.01,0.01,83.97,1,0.4365
100,0.01,0.1,0.1,83.97,0.99969,0.81504
100,0.01,1,1,83.97,0.99969,0.8397
100,0.01,10,10,83.97,1,0.71393
100,0.01,100,100,83.97,1,0.6942
100,0.01,1000,1000,83.97,1,0.6942
100,0.1,0.01,0.01,83.97,0.98458,0.81998
100,0.1,0.1,0.1,83.97,0.96391,0.82861
100,0.1,1,1,83.97,0.86212,0.81134
100,0.1,10,10,83.97,0.81925,0.79531
100,0.1,100,100,83.97,1,0.79655
100,0.1,1000,1000,83.97,1,0.6942
100,1,0.01,0.01,83.97,0.84886,0.83354
100,1,0.1,0.1,83.97,0.85256,0.82984
100,1,1,1,83.97,0.81647,0.83107
100,1,10,10,83.97,0.75663,0.78298
100,1,100,100,83.97,0.74152,0.77435
100,1,1000,1000,83.97,0.65022,0.6942
100,10,0.01,0.01,83.97,0.82449,0.84217
100,10,0.1,0.1,83.97,0.81986,0.82737
100,10,1,1,83.97,0.814,0.82491
100,10,10,10,83.97,0.80105,0.81874
100,10,100,100,83.97,0.72363,0.76942
100,10,1000,1000,83.97,0.73442,0.77189
100,100,0.01,0.01,83.97,0.81431,0.82614
100,100,0.1,0.1,83.97,0.8174,0.82984
100,100,1,1,83.97,0.81493,0.82614
100,100,10,10,83.97,0.81956,0.82737
100,100,100,100,83.97,0.79673,0.81874
100,100,1000,1000,83.97,0.68908,0.7349
100,1000,0.01,0.01,83.97,0.8174,0.82861
100,1000,0.1,0.1,83.97,0.81616,0.82984
100,1000,1,1,83.97,0.81616,0.836
100,1000,10,10,83.97,0.81647,0.83477
100,1000,100,100,83.97,0.81339,0.82984
100,1000,1000,1000,83.97,0.79642,0.82121
1000,0.01,0.01,0.01,83.97,1,0.82244
1000,0.01,0.1,0.1,83.97,0.99969,0.80518
1000,0.01,1,1,83.97,1,0.82984
1000,0.01,10,10,83.97,1,0.74353
1000,0.01,100,100,83.97,1,0.6942
1000,0.01,1000,1000,83.97,1,0.6942
1000,0.1,0.01,0.01,83.97,0.95867,0.81011
1000,0.1,0.1,0.1,83.97,0.81956,0.79778
1000,0.1,1,1,83.97,0.65546,0.6979
1000,0.1,10,10,83.97,0.69864,0.74476
1000,0.1,100,100,83.97,0.65022,0.6942
1000,0.1,1000,1000,83.97,1,0.6942
1000,1,0.01,0.01,83.97,0.83745,0.83231
1000,1,0.1,0.1,83.97,0.81647,0.81998
1000,1,1,1,83.97,0.71376,0.75586
1000,1,10,10,83.97,0.66811,0.71517
1000,1,100,100,83.97,0.69278,0.73983
1000,1,1000,1000,83.97,0.65022,0.6942
1000,10,0.01,0.01,83.97,0.81801,0.83107
1000,10,0.1,0.1,83.97,0.81647,0.82984
1000,10,1,1,83.97,0.80105,0.81504
1000,10,10,10,83.97,0.66718,0.71763
1000,10,100,100,83.97,0.65022,0.6942
1000,10,1000,1000,83.97,0.69124,0.74106
1000,100,0.01,0.01,83.97,0.814,0.83107
1000,100,0.1,0.1,83.97,0.81431,0.82984
1000,100,1,1,83.97,0.81277,0.836
1000,100,10,10,83.97,0.79796,0.81258
1000,100,100,100,83.97,0.68106,0.73366
1000,100,1000,1000,83.97,0.65022,0.6942
1000,1000,0.01,0.01,83.97,0.80938,0.83107
1000,1000,0.1,0.1,83.97,0.81123,0.82984
1000,1000,1,1,83.97,0.81092,0.83107
1000,1000,10,10,83.97,0.80783,0.83477
1000,1000,100,100,83.97,0.80136,0.81751
1000,1000,1000,1000,83.97,0.66934,0.72133
