ratio,lambda1,lambda2,lambda3,svm_acc_te,dr_acc_vtr,dr_acc_te,acc_trtr,acc_vtr,acc_te
0.2,0.1,1,1,92.867,81.625,78.021,1,0.48875,0.49484
0.2,0.1,1,10,92.867,81.625,78.021,1,0.54,0.51141
0.2,0.1,1,100,92.867,81.625,78.021,1,0.7925,0.76939
0.2,0.1,1,1000,92.867,81.625,78.021,1,0.80125,0.77627
0.2,0.1,10,0.1,92.867,81.625,78.021,0.99937,0.5075,0.49709
0.2,0.1,10,1,92.867,81.625,78.021,1,0.48,0.50159
0.2,0.1,10,10,92.867,81.625,78.021,0.9975,0.48375,0.50372
0.2,0.1,10,100,92.867,81.625,78.021,1,0.49375,0.50503
0.2,0.1,10,1000,92.867,81.625,78.021,1,0.79375,0.76808
0.2,0.1,100,0.1,92.867,81.625,78.021,1,0.4875,0.49809
0.2,0.1,100,1,92.867,81.625,78.021,1,0.49875,0.50059
0.2,0.1,100,10,92.867,81.625,78.021,1,0.485,0.50928
0.2,0.1,100,100,92.867,81.625,78.021,0.99875,0.50125,0.49716
0.2,0.1,100,1000,92.867,81.625,78.021,1,0.56125,0.53485
0.2,0.1,1000,0.1,92.867,81.625,78.021,0.51485,0.50875,0.49847
0.2,0.1,1000,1,92.867,81.625,78.021,0.52579,0.4975,0.49797
0.2,0.1,1000,10,92.867,81.625,78.021,0.51547,0.51,0.49991
0.2,0.1,1000,100,92.867,81.625,78.021,0.51922,0.49875,0.49597
0.2,0.1,1000,1000,92.867,81.625,78.021,0.99562,0.52625,0.52672
0.2,1,0.1,0.1,92.867,81.625,78.021,1,0.485,0.50103
0.2,1,0.1,1,92.867,81.625,78.021,1,0.5775,0.56961
0.2,1,0.1,10,92.867,81.625,78.021,1,0.79125,0.77027
0.2,1,0.1,100,92.867,81.625,78.021,1,0.8025,0.77577
0.2,1,0.1,1000,92.867,81.625,78.021,1,0.8025,0.77627
0.2,1,1,0.1,92.867,81.625,78.021,1,0.4725,0.49378
0.2,1,1,1,92.867,81.625,78.021,1,0.52875,0.50378
0.2,1,1,10,92.867,81.625,78.021,1,0.55375,0.51716
0.2,1,1,100,92.867,81.625,78.021,1,0.7925,0.76733
0.2,1,1,1000,92.867,81.625,78.021,1,0.8025,0.77615
0.2,1,10,0.1,92.867,81.625,78.021,0.99969,0.52125,0.49809
0.2,1,10,1,92.867,81.625,78.021,1,0.5225,0.50384
0.2,1,10,10,92.867,81.625,78.021,0.99281,0.51875,0.50816
0.2,1,10,100,92.867,81.625,78.021,1,0.54,0.52285
0.2,1,10,1000,92.867,81.625,78.021,1,0.79125,0.76946
0.2,1,100,0.1,92.867,81.625,78.021,0.52985,0.50875,0.49541
0.2,1,100,1,92.867,81.625,78.021,0.9975,0.52,0.50072
0.2,1,100,10,92.867,81.625,78.021,0.50078,0.47,0.50153
0.2,1,100,100,92.867,81.625,78.021,0.99093,0.515,0.50591
0.2,1,100,1000,92.867,81.625,78.021,1,0.56875,0.54942
0.2,1,1000,0.1,92.867,81.625,78.021,0.51579,0.50125,0.49478
0.2,1,1000,1,92.867,81.625,78.021,0.50297,0.4925,0.49659
0.2,1,1000,10,92.867,81.625,78.021,0.50672,0.49,0.49966
0.2,1,1000,100,92.867,81.625,78.021,0.51954,0.51375,0.49397
0.2,1,1000,1000,92.867,81.625,78.021,1,0.58,0.57411
0.2,10,0.1,0.1,92.867,81.625,78.021,1,0.54,0.50622
0.2,10,0.1,1,92.867,81.625,78.021,1,0.53375,0.50609
0.2,10,0.1,10,92.867,81.625,78.021,1,0.7975,0.77346
0.2,10,0.1,100,92.867,81.625,78.021,1,0.8025,0.77615
0.2,10,0.1,1000,92.867,81.625,78.021,1,0.80125,0.77627
0.2,10,1,0.1,92.867,81.625,78.021,1,0.4875,0.50091
0.2,10,1,1,92.867,81.625,78.021,1,0.52875,0.49778
0.2,10,1,10,92.867,81.625,78.021,1,0.53625,0.51416
0.2,10,1,100,92.867,81.625,78.021,1,0.79125,0.77058
0.2,10,1,1000,92.867,81.625,78.021,1,0.8025,0.77583
0.2,10,10,0.1,92.867,81.625,78.021,0.64395,0.45625,0.49741
0.2,10,10,1,92.867,81.625,78.021,1,0.50125,0.51391
0.2,10,10,10,92.867,81.625,78.021,0.99844,0.4925,0.50409
0.2,10,10,100,92.867,81.625,78.021,1,0.80375,0.78365
0.2,10,10,1000,92.867,81.625,78.021,1,0.5625,0.54135
0.2,10,100,0.1,92.867,81.625,78.021,0.52485,0.50125,0.49978
0.2,10,100,1,92.867,81.625,78.021,0.5236,0.50625,0.49941
0.2,10,100,10,92.867,81.625,78.021,0.51016,0.49625,0.49416
0.2,10,100,100,92.867,81.625,78.021,0.51829,0.5025,0.49897
0.2,10,100,1000,92.867,81.625,78.021,0.50391,0.50375,0.49903
0.2,10,1000,0.1,92.867,81.625,78.021,0.51485,0.48625,0.49722
0.2,10,1000,1,92.867,81.625,78.021,0.50453,0.5225,0.50172
0.2,10,1000,10,92.867,81.625,78.021,0.52423,0.5125,0.50228
0.2,10,1000,100,92.867,81.625,78.021,0.53204,0.5375,0.50428
0.2,10,1000,1000,92.867,81.625,78.021,0.51735,0.49375,0.50509
0.2,100,0.1,0.1,92.867,81.625,78.021,1,0.50625,0.49834
0.2,100,0.1,1,92.867,81.625,78.021,1,0.525,0.50916
0.2,100,0.1,10,92.867,81.625,78.021,1,0.79375,0.77158
0.2,100,0.1,100,92.867,81.625,78.021,1,0.8025,0.77615
0.2,100,0.1,1000,92.867,81.625,78.021,1,0.8025,0.77627
0.2,100,1,0.1,92.867,81.625,78.021,0.97718,0.48375,0.49966
0.2,100,1,1,92.867,81.625,78.021,1,0.48375,0.50328
0.2,100,1,10,92.867,81.625,78.021,1,0.52,0.50066
0.2,100,1,100,92.867,81.625,78.021,1,0.53375,0.50253
0.2,100,1,1000,92.867,81.625,78.021,1,0.51375,0.54416
0.2,100,10,0.1,92.867,81.625,78.021,0.53954,0.5025,0.50241
