ratio,lambda1,lambda2,lambda3,svm_acc_te,dr_acc_vtr,dr_acc_te,acc_trtr,acc_vtr,acc_te
0.4,1000,1,0.1,84.778,81.679,82.744,1,0.77636,0.78492
0.4,1000,1,1,84.778,81.679,82.744,1,0.73362,0.73384
0.4,1000,1,10,84.778,81.679,82.744,1,0.77738,0.79134
0.4,1000,1,100,84.778,81.679,82.744,0.76158,0.75205,0.76169
0.4,1000,1,1000,84.778,81.679,82.744,0.76107,0.75205,0.76169
0.4,1000,10,0.1,84.778,81.679,82.744,0.9808,0.80374,0.81618
0.4,1000,10,1,84.778,81.679,82.744,0.86665,0.81346,0.82362
0.4,1000,10,10,84.778,81.679,82.744,0.7923,0.76331,0.77435
0.4,1000,10,100,84.778,81.679,82.744,0.76254,0.75384,0.76251
0.4,1000,10,1000,84.778,81.679,82.744,0.76107,0.75205,0.76169
0.4,1000,100,0.1,84.778,81.679,82.744,0.83491,0.8196,0.83154
0.4,1000,100,1,84.778,81.679,82.744,0.83075,0.81346,0.82488
0.4,1000,100,10,84.778,81.679,82.744,0.81866,0.80476,0.81618
0.4,1000,100,100,84.778,81.679,82.744,0.76817,0.76382,0.77148
0.4,1000,100,1000,84.778,81.679,82.744,0.76133,0.7523,0.76176
0.4,1000,1000,0.1,84.778,81.679,82.744,0.83043,0.81858,0.82553
0.4,1000,1000,1,84.778,81.679,82.744,0.8273,0.81551,0.82382
0.4,1000,1000,10,84.778,81.679,82.744,0.82615,0.8132,0.8273
0.4,1000,1000,100,84.778,81.679,82.744,0.81981,0.81167,0.82178
0.4,1000,1000,1000,84.778,81.679,82.744,0.79569,0.79145,0.79724
0.2,0.1,0.1,0.1,84.655,82.753,82.387,1,0.72876,0.73138
0.2,0.1,0.1,1,84.655,82.753,82.387,1,0.74565,0.75587
0.2,0.1,0.1,10,84.655,82.753,82.387,1,0.81372,0.79925
0.2,0.1,0.1,100,84.655,82.753,82.387,1,0.77789,0.75897
0.2,0.1,0.1,1000,84.655,82.753,82.387,1,0.77789,0.75897
0.2,0.1,1,0.1,84.655,82.753,82.387,1,0.74872,0.73919
0.2,0.1,1,1,84.655,82.753,82.387,1,0.72416,0.72314
0.2,0.1,1,10,84.655,82.753,82.387,1,0.69652,0.69013
0.2,0.1,1,100,84.655,82.753,82.387,1,0.77892,0.78963
0.2,0.1,1,1000,84.655,82.753,82.387,1,0.77789,0.75897
0.2,0.1,10,0.1,84.655,82.753,82.387,1,0.71904,0.69658
0.2,0.1,10,1,84.655,82.753,82.387,1,0.70727,0.69686
0.2,0.1,10,10,84.655,82.753,82.387,1,0.73746,0.74272
0.2,0.1,10,100,84.655,82.753,82.387,0.99974,0.82037,0.79618
0.2,0.1,10,1000,84.655,82.753,82.387,1,0.81781,0.80355
0.2,0.1,100,0.1,84.655,82.753,82.387,0.83645,0.82549,0.82536
0.2,0.1,100,1,84.655,82.753,82.387,0.8376,0.82958,0.82843
0.2,0.1,100,10,84.655,82.753,82.387,0.8353,0.82651,0.82605
0.2,0.1,100,100,84.655,82.753,82.387,0.83952,0.82395,0.82213
0.2,0.1,100,1000,84.655,82.753,82.387,0.83389,0.82907,0.82551
0.2,0.1,1000,0.1,84.655,82.753,82.387,0.8303,0.82907,0.83081
0.2,0.1,1000,1,84.655,82.753,82.387,0.82877,0.82958,0.82446
0.2,0.1,1000,10,84.655,82.753,82.387,0.82915,0.82753,0.82794
0.2,0.1,1000,100,84.655,82.753,82.387,0.82749,0.82446,0.82479
0.2,0.1,1000,1000,84.655,82.753,82.387,0.82902,0.83009,0.8272
0.2,1,0.1,0.1,84.655,82.753,82.387,1,0.67298,0.69366
0.2,1,0.1,1,84.655,82.753,82.387,1,0.74565,0.74469
0.2,1,0.1,10,84.655,82.753,82.387,1,0.82856,0.80829
0.2,1,0.1,100,84.655,82.753,82.387,1,0.77789,0.75897
0.2,1,0.1,1000,84.655,82.753,82.387,1,0.77789,0.75897
0.2,1,1,0.1,84.655,82.753,82.387,1,0.68577,0.68232
0.2,1,1,1,84.655,82.753,82.387,1,0.79939,0.80225
0.2,1,1,10,84.655,82.753,82.387,1,0.79273,0.79516
0.2,1,1,100,84.655,82.753,82.387,1,0.82344,0.82211
0.2,1,1,1000,84.655,82.753,82.387,1,0.77789,0.75897
0.2,1,10,0.1,84.655,82.753,82.387,1,0.75589,0.75964
0.2,1,10,1,84.655,82.753,82.387,0.99974,0.77073,0.76424
0.2,1,10,10,84.655,82.753,82.387,0.99718,0.74923,0.7418
0.2,1,10,100,84.655,82.753,82.387,0.99219,0.80553,0.8079
0.2,1,10,1000,84.655,82.753,82.387,1,0.83214,0.82889
0.2,1,100,0.1,84.655,82.753,82.387,0.8353,0.82497,0.82564
0.2,1,100,1,84.655,82.753,82.387,0.83811,0.82702,0.82705
0.2,1,100,10,84.655,82.753,82.387,0.83312,0.82856,0.82431
0.2,1,100,100,84.655,82.753,82.387,0.83901,0.83112,0.82748
0.2,1,100,1000,84.655,82.753,82.387,0.83619,0.82753,0.82917
0.2,1,1000,0.1,84.655,82.753,82.387,0.82813,0.82907,0.82426
0.2,1,1000,1,84.655,82.753,82.387,0.82928,0.83112,0.82756
0.2,1,1000,10,84.655,82.753,82.387,0.82954,0.83112,0.8262
0.2,1,1000,100,84.655,82.753,82.387,0.82608,0.82702,0.82247
0.2,1,1000,1000,84.655,82.753,82.387,0.82647,0.8306,0.82423
0.2,10,0.1,0.1,84.655,82.753,82.387,1,0.68526,0.6933
0.2,10,0.1,1,84.655,82.753,82.387,1,0.70522,0.69184
0.2,10,0.1,10,84.655,82.753,82.387,1,0.80655,0.78216
0.2,10,0.1,100,84.655,82.753,82.387,1,0.77789,0.75897
0.2,10,0.1,1000,84.655,82.753,82.387,1,0.77789,0.75897
0.2,10,1,0.1,84.655,82.753,82.387,1,0.73797,0.73729
0.2,10,1,1,84.655,82.753,82.387,1,0.76561,0.77038
0.2,10,1,10,84.655,82.753,82.387,1,0.78506,0.78699
0.2,10,1,100,84.655,82.753,82.387,1,0.83214,0.81822
0.2,10,1,1000,84.655,82.753,82.387,1,0.77789,0.75897
0.2,10,10,0.1,84.655,82.753,82.387,0.99974,0.75128,0.73494
0.2,10,10,1,84.655,82.753,82.387,0.9959,0.79939,0.80179
0.2,10,10,10,84.655,82.753,82.387,0.88073,0.80553,0.81105
