ratio,lambda1,lambda2,lambda3,svm_acc_te,dr_acc_vtr,dr_acc_te,acc_trtr,acc_vtr,acc_te
0.05,10,10,1,96.955,89.58,89.871,1,0.80321,0.81161
0.05,10,10,10,96.955,89.58,89.871,1,0.61287,0.61216
0.05,10,10,100,96.955,89.58,89.871,1,0.76322,0.77025
0.05,10,10,1000,96.955,89.58,89.871,1,0.89422,0.89414
0.05,10,100,1,96.955,89.58,89.871,1,0.58636,0.57901
0.05,10,100,10,96.955,89.58,89.871,0.99989,0.88247,0.88105
0.05,10,100,100,96.955,89.58,89.871,0.99842,0.87287,0.87713
0.05,10,100,1000,96.955,89.58,89.871,0.98835,0.86742,0.86609
0.05,10,1000,1,96.955,89.58,89.871,0.99914,0.51741,0.51794
0.05,10,1000,10,96.955,89.58,89.871,0.94471,0.77426,0.77248
0.05,10,1000,100,96.955,89.58,89.871,0.926,0.87344,0.86944
0.05,10,1000,1000,96.955,89.58,89.871,0.90579,0.87215,0.872
0.05,100,1,1,96.955,89.58,89.871,1,0.85567,0.8556
0.05,100,1,10,96.955,89.58,89.871,1,0.53117,0.52113
0.05,100,1,100,96.955,89.58,89.871,1,0.87186,0.86877
0.05,100,1,1000,96.955,89.58,89.871,1,0.91759,0.92014
0.05,100,10,1,96.955,89.58,89.871,1,0.83102,0.82709
0.05,100,10,10,96.955,89.58,89.871,1,0.65229,0.65836
0.05,100,10,100,96.955,89.58,89.871,1,0.79834,0.79141
0.05,100,10,1000,96.955,89.58,89.871,1,0.76437,0.76191
0.05,100,100,1,96.955,89.58,89.871,0.99939,0.76523,0.76297
0.05,100,100,10,96.955,89.58,89.871,0.99982,0.82299,0.82704
0.05,100,100,100,96.955,89.58,89.871,0.96194,0.81009,0.81835
0.05,100,100,1000,96.955,89.58,89.871,0.90335,0.89537,0.89252
0.05,100,1000,1,96.955,89.58,89.871,0.9828,0.78744,0.78574
0.05,100,1000,10,96.955,89.58,89.871,0.94972,0.88806,0.89019
0.05,100,1000,100,96.955,89.58,89.871,0.89762,0.86183,0.8648
0.05,100,1000,1000,96.955,89.58,89.871,0.88429,0.88333,0.87873
0.05,1000,1,1,96.955,89.58,89.871,1,0.74961,0.75518
0.05,1000,1,10,96.955,89.58,89.871,1,0.81425,0.8172
0.05,1000,1,100,96.955,89.58,89.871,1,0.78572,0.7824
0.05,1000,1,1000,96.955,89.58,89.871,1,0.90297,0.90411
0.05,1000,10,1,96.955,89.58,89.871,1,0.80995,0.80994
0.05,1000,10,10,96.955,89.58,89.871,1,0.80622,0.80841
0.05,1000,10,100,96.955,89.58,89.871,0.91442,0.89824,0.90374
0.05,1000,10,1000,96.955,89.58,89.871,0.7083,0.62176,0.62317
0.05,1000,100,1,96.955,89.58,89.871,0.99172,0.82156,0.81096
0.05,1000,100,10,96.955,89.58,89.871,0.99713,0.7787,0.7785
0.05,1000,100,100,96.955,89.58,89.871,0.83214,0.82672,0.82662
0.05,1000,100,1000,96.955,89.58,89.871,0.89683,0.88906,0.89434
0.05,1000,1000,1,96.955,89.58,89.871,0.81946,0.72409,0.72735
0.05,1000,1000,10,96.955,89.58,89.871,0.85006,0.7724,0.77976
0.05,1000,1000,100,96.955,89.58,89.871,0.84888,0.84621,0.8446
0.05,1000,1000,1000,96.955,89.58,89.871,0.88192,0.87975,0.88222
0.01,1,1,1,95.918,89.828,89.454,1,0.65473,0.64696
0.01,1,1,10,95.918,89.828,89.454,1,0.7192,0.72431
0.01,1,1,100,95.918,89.828,89.454,1,0.8202,0.81281
0.01,1,1,1000,95.918,89.828,89.454,1,0.9212,0.9209
0.01,1,10,1,95.918,89.828,89.454,1,0.61819,0.61232
0.01,1,10,10,95.918,89.828,89.454,1,0.70845,0.73812
0.01,1,10,100,95.918,89.828,89.454,1,0.84957,0.84944
0.01,1,10,1000,95.918,89.828,89.454,1,0.90401,0.91143
0.01,1,100,1,95.918,89.828,89.454,1,0.74713,0.73316
0.01,1,100,10,95.918,89.828,89.454,0.99928,0.54943,0.5509
0.01,1,100,100,95.918,89.828,89.454,0.97832,0.81017,0.79644
0.01,1,100,1000,95.918,89.828,89.454,0.99642,0.88968,0.87574
0.01,1,1000,1,95.918,89.828,89.454,0.9991,0.5,0.50356
0.01,1,1000,10,95.918,89.828,89.454,0.96971,0.85387,0.85578
0.01,1,1000,100,95.918,89.828,89.454,0.96004,0.90688,0.89967
0.01,1,1000,1000,95.918,89.828,89.454,0.91649,0.88968,0.89064
0.01,10,1,1,95.918,89.828,89.454,1,0.42049,0.40803
0.01,10,1,10,95.918,89.828,89.454,1,0.73496,0.73292
0.01,10,1,100,95.918,89.828,89.454,1,0.90974,0.91348
0.01,10,1,1000,95.918,89.828,89.454,1,0.92049,0.92026
0.01,10,10,1,95.918,89.828,89.454,1,0.73066,0.75556
0.01,10,10,10,95.918,89.828,89.454,1,0.83095,0.83343
0.01,10,10,100,95.918,89.828,89.454,1,0.68266,0.68067
0.01,10,10,1000,95.918,89.828,89.454,1,0.9033,0.90707
0.01,10,100,1,95.918,89.828,89.454,1,0.8596,0.85257
0.01,10,100,10,95.918,89.828,89.454,0.99964,0.84241,0.85266
0.01,10,100,100,95.918,89.828,89.454,0.94337,0.76791,0.7726
0.01,10,100,1000,95.918,89.828,89.454,0.91254,0.8861,0.88903
0.01,10,1000,1,95.918,89.828,89.454,0.99642,0.50287,0.50323
0.01,10,1000,10,95.918,89.828,89.454,0.94355,0.84599,0.85695
0.01,10,1000,100,95.918,89.828,89.454,0.919,0.87822,0.88081
0.01,10,1000,1000,95.918,89.828,89.454,0.85932,0.83883,0.84457
0.01,100,1,1,95.918,89.828,89.454,1,0.67335,0.66907
0.01,100,1,10,95.918,89.828,89.454,1,0.61318,0.6146
0.01,100,1,100,95.918,89.828,89.454,1,0.83166,0.83264
0.01,100,1,1000,95.918,89.828,89.454,1,0.91117,0.91451
0.01,100,10,1,95.918,89.828,89.454,0.99964,0.69556,0.68241
0.01,100,10,10,95.918,89.828,89.454,1,0.43195,0.41014
0.01,100,10,100,95.918,89.828,89.454,0.92097,0.90115,0.90224
0.01,100,10,1000,95.918,89.828,89.454,0.99839,0.83668,0.83741
0.01,100,100,1,95.918,89.828,89.454,0.96613,0.61103,0.60971
0.01,100,100,10,95.918,89.828,89.454,0.98566,0.65759,0.66686
0.01,100,100,100,95.918,89.828,89.454,0.88244,0.86748,0.8708
0.01,100,100,1000,95.918,89.828,89.454,0.90108,0.89327,0.89931
0.01,100,1000,1,95.918,89.828,89.454,0.57419,0.54083,0.53279
0.01,100,1000,10,95.918,89.828,89.454,0.67222,0.62822,0.60737
0.01,100,1000,100,95.918,89.828,89.454,0.87258,0.8639,0.86459
0.01,100,1000,1000,95.918,89.828,89.454,0.75466,0.75645,0.75487
0.01,1000,1,1,95.918,89.828,89.454,1,0.66046,0.65519
0.01,1000,1,10,95.918,89.828,89.454,0.97204,0.87894,0.88271
0.01,1000,1,100,95.918,89.828,89.454,0.94409,0.54871,0.53516
0.01,1000,1,1000,95.918,89.828,89.454,1,0.82736,0.82766
0.01,1000,10,1,95.918,89.828,89.454,1,0.79083,0.79455
0.01,1000,10,10,95.918,89.828,89.454,0.86201,0.83453,0.83488
0.01,1000,10,100,95.918,89.828,89.454,0.90197,0.90043,0.89716
0.01,1000,10,1000,95.918,89.828,89.454,0.52419,0.53582,0.52454
0.01,1000,100,1,95.918,89.828,89.454,1,0.60673,0.60495
0.01,1000,100,10,95.918,89.828,89.454,0.98065,0.54871,0.54702
0.01,1000,100,100,95.918,89.828,89.454,0.8328,0.83668,0.83701
0.01,1000,100,1000,95.918,89.828,89.454,0.89444,0.89255,0.89382
