ratio,lambda1,lambda2,lambda3,svm_acc_te,dr_acc_vtr,dr_acc_te,acc_trtr,acc_vtr,acc_te,
0.8,0.1,0.1,0.1,84.707,83.327,82.404,1,0.81561,0.80305
0.8,0.1,0.1,1,84.707,83.327,82.404,1,0.82994,0.81943
0.8,0.1,0.1,10,84.707,83.327,82.404,1,0.78337,0.77285
0.8,0.1,0.1,100,84.707,83.327,82.404,1,0.76839,0.75934
0.8,0.1,0.1,1000,84.707,83.327,82.404,1,0.76839,0.75934
0.8,0.1,1,0.1,84.707,83.327,82.404,1,0.7977,0.78677
0.8,0.1,1,1,84.707,83.327,82.404,1,0.77965,0.76907
0.8,0.1,1,10,84.707,83.327,82.404,1,0.79923,0.79558
0.8,0.1,1,100,84.707,83.327,82.404,1,0.83877,0.82659
0.8,0.1,1,1000,84.707,83.327,82.404,1,0.76839,0.75934
0.8,0.1,10,0.1,84.707,83.327,82.404,1,0.72758,0.72157
0.8,0.1,10,1,84.707,83.327,82.404,1,0.78055,0.76978
0.8,0.1,10,10,84.707,83.327,82.404,0.99642,0.78196,0.77797
0.8,0.1,10,100,84.707,83.327,82.404,0.99495,0.79437,0.7878
0.8,0.1,10,1000,84.707,83.327,82.404,1,0.8238,0.81759
0.8,0.1,100,0.1,84.707,83.327,82.404,0.83134,0.83289,0.81933
0.8,0.1,100,1,84.707,83.327,82.404,0.83735,0.83583,0.82649
0.8,0.1,100,10,84.707,83.327,82.404,0.83121,0.83327,0.82393
0.8,0.1,100,100,84.707,83.327,82.404,0.83316,0.83404,0.82311
0.8,0.1,100,1000,84.707,83.327,82.404,0.83195,0.82905,0.82096
0.8,0.1,1000,0.1,84.707,83.327,82.404,0.73796,0.74651,0.74092
0.8,0.1,1000,1,84.707,83.327,82.404,0.82072,0.82662,0.81861
0.8,0.1,1000,10,84.707,83.327,82.404,0.82456,0.83237,0.82178
0.8,0.1,1000,100,84.707,83.327,82.404,0.82347,0.83084,0.82199
0.8,0.1,1000,1000,84.707,83.327,82.404,0.82341,0.83506,0.8223
0.8,1,0.1,0.1,84.707,83.327,82.404,1,0.79603,0.78841
0.8,1,0.1,1,84.707,83.327,82.404,1,0.81638,0.80817
0.8,1,0.1,10,84.707,83.327,82.404,1,0.7991,0.78677
0.8,1,0.1,100,84.707,83.327,82.404,1,0.76839,0.75934
0.8,1,0.1,1000,84.707,83.327,82.404,1,0.76839,0.75934
0.8,1,1,0.1,84.707,83.327,82.404,1,0.79488,0.78851
0.8,1,1,1,84.707,83.327,82.404,1,0.7762,0.775
0.8,1,1,10,84.707,83.327,82.404,1,0.77761,0.77603
0.8,1,1,100,84.707,83.327,82.404,1,0.83775,0.82874
0.8,1,1,1000,84.707,83.327,82.404,1,0.76839,0.75934
0.8,1,10,0.1,84.707,83.327,82.404,1,0.69891,0.69782
0.8,1,10,1,84.707,83.327,82.404,0.9984,0.7771,0.76937
0.8,1,10,10,84.707,83.327,82.404,0.96874,0.80665,0.79445
