alpha,beta,nn,test_acc,vali_acc
0.1,20,4,0.9374194831512614,0.9377911560237941
0.1,200,1,0.9294318534060306,0.9330251558804559
0.1,200,2,0.9230048395217456,0.9268616068229054
0.1,200,3,0.9407539333432476,0.9430230058052032
0.1,200,4,0.9376112005991618,0.9380419981366015
1,0.2,1,0.9446957874122266,0.9456030961083638
1,0.2,2,0.9411302012316503,0.942736329104852
1,0.2,3,0.9535470415489337,0.9540242241811797
1,0.2,4,0.952140516347048,0.9543109008815308
1,2,1,0.9514202321035345,0.9525550060918799
1,2,2,0.9483205014038376,0.9507274421271411
1,2,3,0.9593576927969784,0.9605102845266251
1,2,4,0.9582342643873194,0.9603311115889056
1,20,1,0.9292544699729266,0.9322009603669462
1,20,2,0.9228704581330304,0.9254640579086935
1,20,3,0.9404009582288891,0.9417687952411667
1,20,4,0.9370772585480002,0.9372894717981796
1,200,1,0.9294049771282876,0.9328818175302802
1,200,2,0.9230281322957896,0.9268974414104494
1,200,3,0.940691222028514,0.9425571561671325
1,200,4,0.9375753655621711,0.9377553214362503
10,0.2,1,0.9448337523046408,0.9449222389450297
10,0.2,2,0.9410907826909605,0.9424138178169569
10,0.2,3,0.9534305776787139,0.953916720418548
10,0.2,4,0.952117223573004,0.954597577581882
10,2,1,0.9453444015817586,0.9454955923457321
10,2,2,0.9418773617529067,0.9424496524045008
10,2,3,0.9537315919894358,0.9548842542822332
10,2,4,0.952538285257645,0.9546692467569698
10,20,1,0.9522032276617818,0.9537375474808285
10,20,2,0.949619521494751,0.9514799684655629
10,20,3,0.9603037377735333,0.9607969612269763
10,20,4,0.9591964351305201,0.9604027807639934
10,200,1,0.9292114679285378,0.9318067799039633
10,200,2,0.922648280903688,0.9258224037841325
10,200,3,0.9404762118065696,0.9419121335913424
10,200,4,0.9372116399367153,0.9372894717981796
100,0.2,1,0.9447835832528538,0.9447430660073103
100,0.2,2,0.9410495723984211,0.9423421486418692
100,0.2,3,0.9533750333713782,0.9538092166559163
100,0.2,4,0.9520849720397124,0.954275066293987
100,2,1,0.944840919312039,0.945173081057837
100,2,2,0.9411749950278886,0.942377983229413
100,2,3,0.9533660746121305,0.9538092166559163
100,2,4,0.9520867637915619,0.9544184046441625
100,20,1,0.9453874036261474,0.9456389306959077
100,20,2,0.9419776998564807,0.9424138178169569
100,20,3,0.953815804326364,0.9550275926324088
100,20,4,0.9524576564244158,0.9546334121694259
100,200,1,0.9524522811688673,0.9542033971188991
100,200,2,0.9499492038350656,0.9520891564538092
100,200,3,0.9604847047103364,0.9610478033397836
100,200,4,0.9593326082710849,0.9609402995771519
0.1,0.2,1,0.9463979836831229,0.9462660359779259
0.1,0.2,2,0.9425684150172605,0.942360065935641
0.1,0.2,3,0.9549983874242985,0.9557442843832867
0.1,0.2,4,0.9536581578412987,0.9538092166559163
0.1,2,1,0.9342427463955947,0.9349960581953701
0.1,2,2,0.9271665253174385,0.9279366444492224
0.1,2,3,0.9444151128205741,0.9439726223751165
0.1,2,4,0.9411565154030842,0.9406041711459902
0.1,20,1,0.9337768911929477,0.9339031032752813
0.1,20,2,0.9269228472114386,0.9268436895291335
0.1,20,3,0.9440758746730055,0.943435103561958
0.1,20,4,0.941187572416594,0.9407295922023937
0.1,200,1,0.9338605062293203,0.9337418476313337
0.1,200,2,0.9270375192613208,0.9269511932917652
0.1,200,3,0.9442168257343192,0.9434709381495019
0.1,200,4,0.9411612934051626,0.9404608327958145
1,0.2,1,0.9468375598743386,0.9465527126782771
1,0.2,2,0.9431895552874565,0.9432380133304665
1,0.2,3,0.9551751735012005,0.9555830287393392
1,0.2,4,0.9538994469462594,0.9541138106500394
1,2,1,0.9526953904224948,0.9520354045724934
1,2,2,0.9498333671775148,0.9499569984949473
1,2,3,0.9599770655900235,0.9601340213574142
1,2,4,0.9593654813239844,0.9590410664373253
1,20,1,0.9335738261046144,0.9339210205690532
1,20,2,0.9266887251095954,0.9261269977782556
1,20,3,0.9440233166501427,0.9429871712176593
1,20,4,0.9409271713033195,0.9400666523328316
1,200,1,0.9338605062293203,0.9337418476313337
1,200,2,0.9269085132052033,0.9269691105855372
1,200,3,0.9442287707395153,0.9434709381495019
1,200,4,0.9411684604082803,0.9405145846771303
10,0.2,1,0.947043013963711,0.9467139683222247
10,0.2,2,0.9432206123009663,0.9432021787429227
10,0.2,3,0.9552563995365339,0.9557084497957429
10,0.2,4,0.9540666770190045,0.9542929835877589
10,2,1,0.9474395881362209,0.9474664946606465
10,2,2,0.9435502944443781,0.9440084569626603
10,2,3,0.9556434177048867,0.9556726152081989
10,2,4,0.9541789600678476,0.9543467354690748
10,20,1,0.9544919192039849,0.9543646527628467
10,20,2,0.9514746108914557,0.9522683293915287
10,20,3,0.9618524314058077,0.9623736830789078
10,20,4,0.9612910161615921,0.9616928259155737
10,200,1,0.9338987302459476,0.9342614491507203
10,200,2,0.9268225091677915,0.9264315917723787
10,200,3,0.943949257617927,0.9430409230989751
10,200,4,0.9410609553615156,0.9403533290331828
100,0.2,1,0.9470167349522797,0.9466602164409088
100,0.2,2,0.9431250522593977,0.9429871712176593
100,0.2,3,0.9552014525126319,0.9557801189708306
100,0.2,4,0.9540738440221221,0.9543288181753028
100,2,1,0.9471409630063189,0.9466960510284527
100,2,2,0.9432253903030448,0.9429692539238873
100,2,3,0.9552540105354946,0.9557801189708306
100,2,4,0.9541335690481025,0.9544363219379345
100,20,1,0.9473583621008875,0.9475739984232782
100,20,2,0.9433687303653977,0.9441697126066079
100,20,3,0.9555311346560436,0.9557801189708306
100,20,4,0.9542482410979849,0.9543109008815308
100,200,1,0.9547403753120632,0.9546692467569698
100,200,2,0.9516705089766714,0.9525908406794238
100,200,3,0.9620339954847881,0.9626961943668029
100,200,4,0.9615203602613567,0.9618182469719774
0.1,0.2,1,0.9485769983300962,0.9491502647303871
0.1,0.2,2,0.945344695367988,0.944599231341211
0.1,0.2,3,0.9561811523052556,0.9567203891671071
0.1,0.2,4,0.955127607880799,0.9553228277326358
0.1,2,1,0.9378050441126934,0.9381310303432089
0.1,2,2,0.9310609264023967,0.9312328104422923
0.1,2,3,0.9468712597381189,0.9471255923958324
0.1,2,4,0.9445921636362333,0.9439900378954158
0.1,20,1,0.9372388535716589,0.9374860019888375
0.1,20,2,0.9313189372818553,0.9312059342608602
0.1,20,3,0.9465630800765432,0.9468926654900872
0.1,20,4,0.9440188061263249,0.9443483869811777
0.1,200,1,0.937332024167019,0.9376562178045743
0.1,200,2,0.93138344000172,0.9312596866237245
0.1,200,3,0.9463839058546969,0.9468209956729348
0.1,200,4,0.9439256355309649,0.9439989966225598
1,0.2,1,0.9485769983300962,0.9492667281832597
1,0.2,2,0.9454020311189788,0.9451367549698538
1,0.2,3,0.9565179998423267,0.9568278938928357
1,0.2,4,0.9553067821026453,0.9557707640898381
1,2,1,0.9551419418185467,0.9554034562769321
1,2,2,0.9521318148915279,0.9523933239565322
1,2,3,0.9617212192447449,0.9621404190892558
1,2,4,0.9613413698944305,0.9613430923734356
1,20,1,0.9372460205405327,0.9371545290845077
1,20,2,0.9310537594335228,0.9306773693593614
1,20,3,0.9463624049480753,0.9465970274943336
1,20,4,0.9435314522429029,0.943631688809654
1,200,1,0.9374466956690007,0.937781639984591
1,200,2,0.9311827648732521,0.931358232622309
1,200,3,0.9465057443255523,0.9468837067629431
1,200,4,0.9439113015932172,0.9441512949840086
10,0.2,1,0.9487633395208165,0.9492846456375478
10,0.2,2,0.9454737008077174,0.945351764421311
10,0.2,3,0.9564606640913359,0.9569981097085726
10,0.2,4,0.9553282830092669,0.9558424339069905
10,2,1,0.9485841652989702,0.9500192612633597
10,2,2,0.9457818804692931,0.9461222149556991
10,2,3,0.9566326713443084,0.9572310366143179
10,2,4,0.9554787893556178,0.9564157924442095
10,20,1,0.9565610016555698,0.9566128844413786
10,20,2,0.9542532376781888,0.9537102568467072
10,20,3,0.9631976148327588,0.9637888248837605
10,20,4,0.9626529251983459,0.9630362918036606
10,200,1,0.9371743508517942,0.9370559830859232
10,200,2,0.9311684309355045,0.9307042455407936
10,200,3,0.9466849185473988,0.9465701513129015
10,200,4,0.943818130997857,0.9439452442596956
100,0.2,1,0.9486486680188347,0.9491592234575311
100,0.2,2,0.9455453704964559,0.9453696818755991
100,0.2,3,0.9564319962158404,0.9570160271628607
100,0.2,4,0.9552709472582761,0.9558424339069905
100,2,1,0.9487633395208165,0.9491950583661073
100,2,2,0.9455668714030775,0.945351764421311
100,2,3,0.9564391631847143,0.9570608207985809
100,2,4,0.9553282830092669,0.9559230624512869
100,20,1,0.9484766607658623,0.9499565501733513
100,20,2,0.9459252198467702,0.9461311736828432
100,20,3,0.9566183374065607,0.9573564587943345
100,20,4,0.9556006278264734,0.9564068337170655
100,200,1,0.9569766858502533,0.9568189351656916
100,200,2,0.9543177403980535,0.9544717486539512
100,200,3,0.9634484587433437,0.9640486279709379
100,200,4,0.9627389288248321,0.9631796314379653
