alpha,beta,nn,test_acc,vali_acc
1.0,20.0,1,0.924523809524,0.891071428571
1.0,20.0,2,0.91880952381,0.896428571429
1.0,20.0,3,0.931904761905,0.923214285714
1.0,20.0,4,0.930952380952,0.925
1.0,200.0,1,0.928333333333,0.896428571429
1.0,200.0,2,0.922857142857,0.898214285714
1.0,200.0,3,0.938571428571,0.925
1.0,200.0,4,0.937619047619,0.9375
10.0,0.2,1,0.941428571429,0.916071428571
10.0,0.2,2,0.932619047619,0.908928571429
10.0,0.2,3,0.947857142857,0.939285714286
10.0,0.2,4,0.947619047619,0.9375
10.0,2.0,1,0.940476190476,0.917857142857
10.0,2.0,2,0.932619047619,0.908928571429
10.0,2.0,3,0.947619047619,0.941071428571
10.0,2.0,4,0.947142857143,0.942857142857
10.0,20.0,1,0.950238095238,0.933928571429
10.0,20.0,2,0.946904761905,0.935714285714
10.0,20.0,3,0.954285714286,0.95
10.0,20.0,4,0.955476190476,0.953571428571
10.0,200.0,1,0.926666666667,0.892857142857
10.0,200.0,2,0.92,0.896428571429
10.0,200.0,3,0.93380952381,0.919642857143
10.0,200.0,4,0.931904761905,0.926785714286
100.0,0.2,1,0.941428571429,0.917857142857
100.0,0.2,2,0.932857142857,0.9125
100.0,0.2,3,0.948571428571,0.939285714286
100.0,0.2,4,0.948571428571,0.939285714286
100.0,2.0,1,0.941428571429,0.917857142857
100.0,2.0,2,0.932142857143,0.9125
100.0,2.0,3,0.94880952381,0.939285714286
100.0,2.0,4,0.948333333333,0.939285714286
100.0,20.0,1,0.941428571429,0.921428571429
100.0,20.0,2,0.932142857143,0.910714285714
100.0,20.0,3,0.948095238095,0.941071428571
100.0,20.0,4,0.947619047619,0.941071428571
100.0,200.0,1,0.949523809524,0.9375
100.0,200.0,2,0.948571428571,0.933928571429
100.0,200.0,3,0.955952380952,0.951785714286
100.0,200.0,4,0.957619047619,0.955357142857
0.1,0.2,1,0.947142857143,0.94375
0.1,0.2,2,0.947142857143,0.938392857143
0.1,0.2,3,0.952142857143,0.955357142857
0.1,0.2,4,0.947857142857,0.952678571429
0.1,2.0,1,0.894285714286,0.90625
0.1,2.0,2,0.887857142857,0.899107142857
0.1,2.0,3,0.900714285714,0.908928571429
0.1,2.0,4,0.906428571429,0.907142857143
0.1,20.0,1,0.932142857143,0.939285714286
0.1,20.0,2,0.930714285714,0.929464285714
0.1,20.0,3,0.938571428571,0.944642857143
0.1,20.0,4,0.938571428571,0.942857142857
0.1,200.0,1,0.935714285714,0.9375
0.1,200.0,2,0.932857142857,0.930357142857
0.1,200.0,3,0.941428571429,0.946428571429
0.1,200.0,4,0.941428571429,0.942857142857
1.0,0.2,1,0.943571428571,0.935714285714
1.0,0.2,2,0.943571428571,0.933928571429
1.0,0.2,3,0.950714285714,0.954464285714
1.0,0.2,4,0.951428571429,0.951785714286
1.0,2.0,1,0.947857142857,0.940178571429
1.0,2.0,2,0.948571428571,0.941071428571
1.0,2.0,3,0.956428571429,0.960714285714
1.0,2.0,4,0.952142857143,0.957142857143
1.0,20.0,1,0.919285714286,0.925
1.0,20.0,2,0.914285714286,0.926785714286
1.0,20.0,3,0.93,0.94375
1.0,20.0,4,0.930714285714,0.933035714286
1.0,200.0,1,0.934285714286,0.938392857143
1.0,200.0,2,0.932857142857,0.927678571429
1.0,200.0,3,0.938571428571,0.946428571429
1.0,200.0,4,0.941428571429,0.94375
10.0,0.2,1,0.943571428571,0.935714285714
10.0,0.2,2,0.942857142857,0.935714285714
10.0,0.2,3,0.950714285714,0.952678571429
10.0,0.2,4,0.950714285714,0.950892857143
10.0,2.0,1,0.945714285714,0.936607142857
10.0,2.0,2,0.942142857143,0.933928571429
10.0,2.0,3,0.95,0.954464285714
10.0,2.0,4,0.952142857143,0.950892857143
10.0,20.0,1,0.945714285714,0.94375
10.0,20.0,2,0.947142857143,0.941964285714
10.0,20.0,3,0.955,0.963392857143
10.0,20.0,4,0.951428571429,0.957142857143
10.0,200.0,1,0.919285714286,0.929464285714
10.0,200.0,2,0.921428571429,0.93125
10.0,200.0,3,0.935,0.940178571429
10.0,200.0,4,0.93,0.9375
100.0,0.2,1,0.945,0.935714285714
100.0,0.2,2,0.942142857143,0.935714285714
100.0,0.2,3,0.95,0.952678571429
100.0,0.2,4,0.951428571429,0.950892857143
100.0,2.0,1,0.945,0.935714285714
100.0,2.0,2,0.942142857143,0.935714285714
100.0,2.0,3,0.95,0.952678571429
100.0,2.0,4,0.951428571429,0.950892857143
100.0,20.0,1,0.945714285714,0.936607142857
100.0,20.0,2,0.941428571429,0.934821428571
100.0,20.0,3,0.95,0.954464285714
100.0,20.0,4,0.951428571429,0.950892857143
100.0,200.0,1,0.945714285714,0.944642857143
100.0,200.0,2,0.947142857143,0.941964285714
100.0,200.0,3,0.955,0.9625
100.0,200.0,4,0.952142857143,0.957142857143
